TrainAccuracy,TrainLoss,ValidationAccuracy,ValidationLoss,EpochTime,Totaltime,TestAccuracy,TestLoss
0.532800018787384,1.3014087677001953,0.5916000008583069,1.1935019493103027,1702266323.5184941,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.6979777812957764,0.8698287606239319,0.7129999995231628,0.8111165761947632,1702266322.5184953,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.7627111077308655,0.6830083131790161,0.6783999800682068,0.9604290127754211,1702266321.5184956,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.8068888783454895,0.5652086138725281,0.7626000046730042,0.7025656700134277,1702266320.518496,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.8362666964530945,0.47459283471107483,0.7423999905586243,0.7795453667640686,1702266319.5184963,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.8641555309295654,0.39808177947998047,0.7720000147819519,0.7004256248474121,1702266318.5184965,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.8897333145141602,0.32459351420402527,0.7125999927520752,0.9211668968200684,1702266317.518497,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9080222249031067,0.2674841582775116,0.7671999931335449,0.7590090036392212,1702266316.5184972,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9263111352920532,0.21799029409885406,0.7698000073432922,0.8123072981834412,1702266315.5184975,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9450444579124451,0.16288824379444122,0.7182000279426575,1.0784984827041626,1702266314.518498,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9578666687011719,0.12989728152751923,0.7617999911308289,0.8954971432685852,1702266313.5184984,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9657777547836304,0.10403165221214294,0.7120000123977661,1.3070168495178223,1702266312.5184987,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9728444218635559,0.08517566323280334,0.7955999970436096,0.7668172717094421,1702266311.518499,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9798222184181213,0.06572619080543518,0.7328000068664551,1.0878254175186157,1702266310.5184991,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9855777621269226,0.04787944257259369,0.7581999897956848,1.157976508140564,1702266309.5184991,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9888888597488403,0.04010666906833649,0.8163999915122986,0.7438170909881592,1702266308.5184994,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9911333322525024,0.03207274153828621,0.8271999955177307,0.6626281142234802,1702266307.5184996,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.994422197341919,0.022617286071181297,0.8443999886512756,0.5863493084907532,1702266306.5185108,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9967333078384399,0.015199328772723675,0.8551999926567078,0.562949538230896,1702266305.518511,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9977777600288391,0.01129813864827156,0.8525999784469604,0.5816349983215332,1702266304.5185113,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9986222386360168,0.008961902000010014,0.850600004196167,0.5793875455856323,1702266303.5185115,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9983333349227905,0.008733066730201244,0.8402000069618225,0.6577275395393372,1702266302.5185115,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9988666772842407,0.007079317234456539,0.8425999879837036,0.6118438243865967,1702266301.5185118,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.999311089515686,0.005176180507987738,0.847599983215332,0.6330336928367615,1702266300.5185118,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9993555545806885,0.004738248884677887,0.8596000075340271,0.5740367770195007,1702266299.5185125,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9995333552360535,0.0038759629242122173,0.8614000082015991,0.5576575994491577,1702266298.518513,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9991777539253235,0.00443275598809123,0.8496000170707703,0.6211026906967163,1702266297.5185132,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9997333288192749,0.003166323760524392,0.8614000082015991,0.5694834589958191,1702266296.5185134,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9996888637542725,0.003154394216835499,0.8557999730110168,0.5626430511474609,1702266295.5185137,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9997333288192749,0.0027924529276788235,0.8597999811172485,0.5571081638336182,1702266294.518514,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9996444582939148,0.0027273150626569986,0.8578000068664551,0.5813259482383728,1702266293.518514,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9997555613517761,0.0026812986470758915,0.8557999730110168,0.561883270740509,1702266292.5185142,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9998666644096375,0.0019301135325804353,0.8604000210762024,0.5463453531265259,1702266291.5185144,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9999333620071411,0.001742199994623661,0.8629999756813049,0.5581129193305969,1702266290.5185146,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9998666644096375,0.0016752692172303796,0.8592000007629395,0.5596314072608948,1702266289.5185149,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9999555349349976,0.0013967780396342278,0.8636000156402588,0.5611379742622375,1702266288.518515,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9998666644096375,0.0014113991055637598,0.8592000007629395,0.5634808540344238,1702266287.5185153,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9998888969421387,0.0014199332799762487,0.8596000075340271,0.5658603310585022,1702266286.5185158,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9998666644096375,0.0013657682575285435,0.8582000136375427,0.5628390908241272,1702266285.518516,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9999111294746399,0.001177607337012887,0.8604000210762024,0.5579381585121155,1702266284.5185163,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9999111294746399,0.0012851643841713667,0.8619999885559082,0.557364284992218,1702266283.5185163,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9998444318771362,0.0013659397372975945,0.8604000210762024,0.5637845993041992,1702266282.5185168,4586.3975076675415,0.8589000105857849,0.6344742774963379
1.0,0.0009657893679104745,0.8659999966621399,0.5535610318183899,1702266281.518517,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9999555349349976,0.0009908509673550725,0.8619999885559082,0.5711755156517029,1702266280.5185173,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9999555349349976,0.0009580173646099865,0.8637999892234802,0.5553452968597412,1702266279.5185175,4586.3975076675415,0.8589000105857849,0.6344742774963379
0.9999333620071411,0.0009026209590956569,0.8644000291824341,0.5623312592506409,1702266278.5185177,4586.3975076675415,0.8589000105857849,0.6344742774963379
